0.940826, 4.99304e+13
0.940826, 3.57792e+13
0.940826, 2.56387e+13
0.940826, 1.83722e+13
0.940826, 1.31651e+13
0.940826, 9.43388e+12
0.940826, 6.76014e+12
0.940826, 4.84418e+12
0.940826, 3.47125e+12
0.940826, 2.48743e+12
0.940826, 1.78244e+12
0.940826, 1.27726e+12
0.940826, 9.15263e+11
0.940826, 6.55859e+11
0.940826, 4.69976e+11
0.940826, 3.36776e+11
0.940826, 2.41327e+11
0.940826, 1.72930e+11
0.940826, 1.23918e+11
0.940826, 8.87975e+10
0.940826, 6.36306e+10
0.940826, 4.55964e+10
0.940826, 3.26735e+10
0.940826, 2.34132e+10
0.940826, 1.67775e+10
0.940826, 1.20224e+10
0.940826, 8.61502e+9
0.940826, 6.17335e+9
0.940826, 4.42370e+9
0.940826, 3.16994e+9
0.940826, 2.27152e+9
0.940826, 1.62773e+9
0.940826, 1.19924e+9
1.15994 ,6.23527e+13
1.28515 ,8.91104e+13
1.60184 ,1.16580e+14
1.85057 ,7.65030e+13
2.18668 ,9.02006e+13
2.58182 ,9.49708e+13
2.83142 ,7.96756e+13
2.98590 ,6.67755e+13
3.35109 ,6.13269e+13
3.78932 ,5.80813e+13
4.01887 ,4.32849e+13
4.48318 ,3.42004e+13
5.19439 ,3.20174e+13
5.54644 ,2.49099e+13
6.19958 ,3.81745e+13
6.71085 ,2.14041e+13
7.02387 ,1.28555e+13
7.07604 ,9.13312e+12
7.11986 ,6.87373e+12
7.47500 ,5.15654e+12
7.87946 ,3.77285e+12
8.53680 ,7.24617e+12
9.30371 ,9.76713e+12
9.69081 ,1.15221e+13
10.3628 ,8.52052e+12
10.8740 ,5.72253e+12
11.3123 ,4.77738e+12
11.5314 ,7.21271e+12
12.1365 ,5.08039e+12
12.7730 ,5.12086e+12
13.0652 ,3.47125e+12
13.6495 ,2.21562e+12
14.5259 ,1.70972e+12
15.4024 ,1.38183e+12
16.2789 ,1.41418e+12
17.0823 ,1.24228e+12
17.8857 ,8.98473e+11
18.7622 ,6.26194e+11
19.6386 ,6.17558e+11
20.5151 ,6.61959e+11
21.3915 ,7.22812e+11
22.0489 ,5.55192e+11
22.4871 ,3.90542e+11
23.1445 ,2.73452e+11
24.0209 ,2.86407e+11
24.8974 ,2.75995e+11
25.7738 ,2.41327e+11
26.6503 ,2.42447e+11
27.5267 ,2.31480e+11
28.4032 ,1.88827e+11
29.2797 ,1.45711e+11
30.1561 ,1.25651e+11
31.0326 ,1.07852e+11
31.9090 ,9.08766e+10
32.7855 ,8.79793e+10
33.6620 ,9.12982e+10
34.5384 ,8.55695e+10
35.3418 ,6.99317e+10
36.1453 ,5.36152e+10
37.0217 ,4.49677e+10
37.8982 ,3.98690e+10
38.7746 ,3.56771e+10
39.6511 ,3.60089e+10
40.5276 ,2.81753e+10
41.3310 ,2.27719e+10
42.0614 ,1.63179e+10
42.8648 ,1.32497e+10
43.7412 ,8.77601e+9
44.6177 ,7.74500e+9
45.4211 ,7.21214e+9
46.0054 ,5.17766e+9
46.6482 ,3.50325e+9
47.1740 ,3.06178e+9
47.8314 ,2.40126e+9
48.3426 ,1.81897e+9
48.8539 ,1.24161e+9
